#                      Published-Value                            
#      Spectral-axis           Intensity         Uncertainty    
#             [km/s]    [Temp. (K*0.01)]    [Temp. (K*0.01)]      
             2379.91             10.4401                          
             2382.67             10.7592                          
             2385.43             11.0781                          
             2388.19             11.3972                          
             2390.95             11.7161                          
             2393.69             12.1945                          
             2396.42             12.6729                          
             2399.16             13.1513                          
             2401.93             13.3905                          
             2404.69             13.7096                          
             2407.46             13.9489                          
             2410.22             14.1882                          
             2413.02             14.1885                          
             2415.82             14.1888                          
             2418.62             14.1093                          
             2421.41             14.1893                          
              2424.2             14.2693                          
             2426.98             14.4289                          
             2429.75             14.5885                          
             2432.52             14.8279                          
             2435.28             15.1468                          
             2438.06             15.3065                          
             2440.86             15.3068                          
             2443.66             15.2274                          
             2446.49             14.9886                          
             2449.36             14.3515                          
             2452.26             13.5549                          
             2455.11             13.1568                          
             2458.04             12.0415                          
             2460.92             11.4044                          
             2463.84             10.3688                          
             2466.74              9.4927                          
             2469.68              8.3774                          
             2472.59              7.4215                          
             2475.53              6.3062                          
             2478.45              5.2707                          
             2481.37              4.3148                          
             2484.28              3.3589                          
              2487.2              2.3234                          
             2490.12              1.3675                          
                2493              0.6506                          
             2495.86              0.1728                          
             2498.72              -0.305                          
             2501.56             -0.7031                          
             2504.45               -1.42                          
             2507.29             -1.8181                          
              2510.1             -1.8975                          
             2512.94             -2.2159                          
             2515.76             -2.4547                          
             2518.58             -2.6138                          
             2521.39             -2.6932                          
             2524.17             -2.6132                          
             2526.98             -2.6926                          
             2529.76              -2.533                          
             2532.55              -2.453                          
             2535.32             -2.2934                          
             2538.11             -2.2134                          
             2540.91             -2.2131                          
              2543.7             -2.1332                          
             2546.49             -2.1329                          
             2549.29             -2.1326                          
             2552.09             -2.1323                          
             2554.88             -2.1321                          
             2557.67             -2.0521                          
             2560.46             -1.9722                          
             2563.25             -1.8922                          
             2566.03             -1.8122                          
             2568.81             -1.6526                          
              2571.6             -1.5726                          
             2574.39             -1.4927                          
             2577.18             -1.4924                          
             2579.99             -1.5718                          
             2582.81             -1.7309                          
             2585.61             -1.8103                          
             2588.44              -2.049                          
             2591.26             -2.2081                          
             2594.07             -2.3672                          
             2596.89             -2.5263                          
              2599.7             -2.6057                          
              2602.5             -2.6054                          
             2605.29             -2.6051                          
             2608.09             -2.6049                          
             2610.89             -2.6046                          
             2613.67             -2.5246                          
             2616.45              -2.365                          
             2619.22             -2.1257                          
             2621.99             -1.8863                          
             2624.76              -1.647                          
             2627.53             -1.4874                          
             2630.29             -1.1684                          
             2633.08             -1.0884                          
             2635.89             -1.1678                          
              2638.7             -1.3269                          
             2641.53             -1.5657                          
             2644.36             -1.8841                          
             2647.17             -1.9635                          
             2649.98             -2.0429                          
              2652.8              -2.202                          
              2655.6             -2.2814                          
             2658.39             -2.2014                          
             2661.19             -2.2012                          
             2663.98             -2.2009                          
             2666.77             -2.1209                          
             2669.57             -2.1206                          
             2672.36             -2.0407                          
             2675.15             -2.0404                          
             2677.96             -2.1198                          
             2680.76             -2.1195                          
             2683.56             -2.1989                          
             2686.37             -2.2783                          
             2689.18             -2.3577                          
             2691.98             -2.4371                          
             2694.79             -2.5165                          
             2697.59             -2.5163                          
             2700.39              -2.516                          
             2703.18             -2.5157                          
             2705.97             -2.4357                          
             2708.74             -2.1964                          
             2711.51             -1.9571                          
             2714.27             -1.7178                          
             2717.05             -1.5581                          
             2719.85             -1.5579                          
             2722.67             -1.7169                          
             2725.48              -1.876                          
             2728.31             -2.1148                          
             2731.14             -2.3535                          
             2733.95             -2.5126                          
             2736.76              -2.592                          
             2739.56             -2.5918                          
             2742.35             -2.5915                          
             2745.15             -2.5912                          
             2747.94             -2.5112                          
             2750.74              -2.511                          
             2753.54             -2.5904                          
             2756.35             -2.6698                          
             2759.17             -2.8289                          
             2761.96             -2.8286                          
             2764.77              -2.908                          
             2767.56              -2.828                          
             2770.34             -2.7481                          
             2773.12             -2.5884                          
             2775.89             -2.3491                          
             2778.67             -2.1895                          
             2781.45             -2.0298                          
             2784.23             -1.9499                          
             2787.03             -1.9496                          
             2789.86             -2.1883                          
             2792.68             -2.4271                          
              2795.5             -2.5862                          
              2798.3             -2.5859                          
             2801.13             -2.9043                          
             2803.92             -2.8244                          
             2806.71             -2.7444                          
             2809.49             -2.5848                          
             2812.28             -2.5845                          
             2815.07             -2.5046                          
             2817.85             -2.3449                          
             2820.65             -2.3446                          
             2823.44             -2.3444                          
             2826.25             -2.4238                          
             2829.05             -2.4235                          
             2831.85             -2.5029                          
             2834.64             -2.4229                          
             2837.45             -2.5023                          
             2840.24             -2.4224                          
             2842.99             -2.1034                          
             2845.75             -1.7844                          
             2848.54             -1.7044                          
             2851.33             -1.6244                          
             2854.12             -1.6242                          
             2856.93             -1.7036                          
             2859.77              -2.022                          
             2862.59             -2.2608                          
             2865.43             -2.5792                          
             2868.25             -2.7383                          
             2871.06             -2.8974                          
