  2434.8  1408.962967     4.4730     5.1304
  2445.9  1408.910884     6.0140     5.0561
  2457.1  1408.858800     3.5680     4.9802
  2468.3  1408.806717     1.4240     4.9027
  2479.4  1408.754634     2.5540     4.8237
  2490.6  1408.702550     6.3770     4.7431
  2501.8  1408.650467     7.1980     4.6609
  2513.0  1408.598384    10.7800     4.5772
  2524.2  1408.546300    12.9200     4.4918
  2535.3  1408.494217     3.9780     4.4049
  2546.5  1408.442134    -1.8570     4.3164
  2557.7  1408.390050     1.3310     4.2264
  2568.9  1408.337967     3.0340     4.1348
  2580.1  1408.285884    -0.9210     4.0416
  2591.2  1408.233800    -3.0800     3.9468
  2602.4  1408.181717     1.2070     3.8505
  2613.6  1408.129634     0.5572     3.7525
  2624.8  1408.077550    -1.7720     3.6530
  2636.0  1408.025467     2.0590     3.5520
  2647.2  1407.973384     6.6400     3.4493
  2658.4  1407.921300     4.0860     3.3451
  2669.5  1407.869217    -1.4700     3.2393
  2680.7  1407.817134     1.7720     3.1320
  2691.9  1407.765050     5.4950     3.0230
  2703.1  1407.712967     4.2180     2.9125
  2714.3  1407.660884     3.1960     2.8004
  2725.5  1407.608800     3.7150     2.6868
  2736.7  1407.556717     6.8730     2.5715
  2747.9  1407.504634     9.0160     2.4547
  2759.1  1407.452550     5.9900     2.3363
  2770.3  1407.400467     2.4770     2.2164
  2781.5  1407.348384     5.0620     2.0948
  2792.7  1407.296300     6.2300     1.9717
  2803.9  1407.244217    -0.4257     1.8471
  2815.1  1407.192134     1.2690     1.7208
  2826.3  1407.140050     7.1050     1.5930
  2837.5  1407.087967     6.6560     1.4636
  2848.7  1407.035884     9.0630     1.3326
  2859.9  1406.983800     8.2660     1.2000
  2871.1  1406.931717     7.3910     1.0659
  2882.3  1406.879634     8.4750     0.9302
  2893.5  1406.827550     2.0820     0.7930
  2904.7  1406.775467    -2.9330     0.6541
  2915.9  1406.723384    -2.3140     0.5137
  2927.1  1406.671300    -3.4360     0.3717
  2938.3  1406.619217    -3.2120     0.2281
  2949.5  1406.567134    -2.0510     0.0830
  2960.8  1406.515050    -6.3620    -0.0637
  2972.0  1406.462967    -6.3000    -0.2120
  2983.2  1406.410884    -0.0310    -0.3619
  2994.4  1406.358800    -3.4520    -0.5133
  3005.6  1406.306717    -5.6420    -0.6663
  3016.8  1406.254634     0.7739    -0.8209
  3028.0  1406.202550    -6.5710    -0.9771
  3039.2  1406.150467   -20.1500    -1.1348
  3050.5  1406.098384   -14.0900    -1.2941
  3061.7  1406.046300    -8.0570    -1.4550
  3072.9  1405.994217   -15.2400    -1.6174
  3084.1  1405.942134    14.3100    -1.7815
  3095.3  1405.890050    36.3200    -1.9471
  3106.6  1405.837967   -91.1700    -2.1143
  3117.8  1405.785884   -94.1100    -2.2830
  3129.0  1405.733800    82.7300    -2.4533
  3140.2  1405.681717    32.8200    -2.6252
  3151.5  1405.629634   -46.0300    -2.7987
  3162.7  1405.577550  -470.9000    -2.9737
